,Season,Date,Home_Team_ID,Away_Team_ID,Home_Goals,Away_Goals,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,HomeTeamRating,AwayTeamRating,HomeShortPass,AwayShortPass,HomeLongPass,AwayLongPass,HomeFreeKickAccuracy,AwayFreeKickAccuracy,HomeBallControl,AwayBallControl,HomeSprintSpeed,AwaySprintSpeed,HomeShotPower,AwayShotPower,HomeInterception,AwayInterception,HomePenalties,AwayPenalties,HomeStandingTackle,AwayStandingTackle,HomeSlindingTackle,AwaySlindingTackle,Away Support,HomeTeamWins_Home,HomeTeamWins_Away,AwayTeamWins_Home,AwayTeamWins_Away,HomeVsAway_Home,HomeVsAway_Away,,Outcome
1381,2011/2012,02-04-2012 00:00,8655,10260,0,2,30622,241728,23837,202180,25667,23593,23916,109621,119273,113465,24160,182917,38994,43248,30620,32569,34944,30373,186137,35327,70409,30829,72.54545455,80.18181818,65.36363636,74.09090909,60,67.81818182,49.36363636,52.27272727,64.81818182,72.36363636,68.81818182,73.54545455,60.72727273,68.90909091,57.45454545,59.27272727,53.54545455,59.81818182,56,59.45454545,53.36363636,55.54545455,2255.1,1,1,1,1,0.3,0.4,,Lose
1382,2011/2012,31-03-2012 00:00,8668,8659,2,0,31465,24023,23268,30839,24846,24006,24156,39618,36012,30876,8922,24147,22964,32441,26527,23787,23257,38711,25005,33790,25550,23293,77.27272727,73.27272727,69.90909091,66.81818182,64.54545455,59.27272727,55.36363636,49.54545455,70.18181818,64.81818182,70.54545455,64.54545455,71.63636364,63.18181818,62,55.72727273,54.63636364,54.72727273,56.81818182,55.27272727,54.72727273,50.27272727,3322.8,1,1,1,1,0.2,0.3,,Win
1383,2011/2012,31-03-2012 00:00,9879,9850,2,1,30633,33045,26777,23780,24130,30338,41008,38229,30956,34574,41244,40602,33408,33076,72417,24903,111800,25070,23629,46354,35493,37166,77.27272727,71.09090909,69.72727273,62.36363636,62.36363636,56.90909091,57.09090909,45.81818182,69.72727273,63.54545455,65,64.18181818,71.63636364,56.36363636,52.72727273,56.54545455,58,55.09090909,57.18181818,55.72727273,51,53,2539.9,1,1,1,1,0,0.1,,Win
1384,2011/2012,31-03-2012 00:00,8456,8472,3,3,31432,24208,39027,30831,16351,36615,30598,38807,108808,37459,15403,37868,36786,23073,34275,160243,35443,25075,25150,175947,33468,36410,82.81818182,74.27272727,74.90909091,66.18181818,68.36363636,64,60.18181818,49,74.18181818,67,73.45454545,72.18181818,76.09090909,68.81818182,65.63636364,56.81818182,60.90909091,55.72727273,61.36363636,57.54545455,59,56.18181818,4704.5,1,1,1,1,0.3,0.4,,Tie
1385,2011/2012,01-04-2012 00:00,10261,8650,2,0,24229,49571,24899,23579,33852,38373,40565,26160,26163,46700,35411,30660,239856,30617,22764,37475,30618,95331,127130,33781,47382,40636,77,78.72727273,70.81818182,69.09090909,63.45454545,61.63636364,51.72727273,51.72727273,72.27272727,68,70.81818182,72.72727273,64.54545455,64.18181818,55.81818182,60.63636364,58.81818182,54.81818182,55.63636364,61.54545455,53.27272727,60.09090909,4995.1,1,1,1,1,0.2,0.3,,Win
1386,2011/2012,31-03-2012 00:00,10172,9825,2,1,23265,24209,24740,23311,25541,24205,192807,23070,32084,47394,24741,169718,26111,46539,26005,78513,23678,24011,31013,31435,75489,30843,73.54545455,81,62.63636364,75.72727273,57.90909091,68.72727273,51.09090909,59.18181818,66.09090909,73.72727273,68.72727273,72.72727273,62.90909091,70.63636364,58.09090909,59.18181818,59.09090909,64.18181818,59.09090909,60.27272727,58.18181818,58.81818182,1729.5,1,1,1,1,0,0.1,,Win
1387,2011/2012,01-04-2012 00:00,8586,10003,3,1,30380,159833,38835,26108,40006,156727,24223,31097,30840,30960,31921,37193,89185,23377,24948,102356,23882,47558,38831,157729,23991,38759,81.45454545,73.27272727,72.72727273,67.90909091,66.81818182,61.09090909,55,43.81818182,73.54545455,68.72727273,73.81818182,71,73.09090909,55.72727273,64.18181818,50.90909091,59.90909091,49.45454545,62.54545455,56.27272727,59.45454545,53.45454545,3603.6,1,1,1,1,0,0.1,,Win
1388,2011/2012,31-03-2012 00:00,8528,10194,2,0,25156,11736,41071,111865,35472,101192,28901,38254,106228,49825,41061,46518,23369,40695,38899,47418,34601,24411,23253,24773,33881,30830,72.09090909,76,64.36363636,67.18181818,58.90909091,63,49.72727273,50.90909091,68.09090909,67.54545455,69.36363636,70.09090909,61.45454545,63.27272727,55.18181818,53.90909091,53.90909091,51.18181818,54.27272727,57.36363636,52.27272727,52.36363636,1863.4,1,1,1,1,0.3,0.4,,Win
1389,2011/2012,31-03-2012 00:00,8602,8559,2,3,36283,23091,34193,26209,33138,32148,187189,24676,23538,34433,32627,157303,34430,198444,24166,196169,245422,155384,24780,33633,30753,41175,72.63636364,72.18181818,62,64.72727273,54.27272727,56.90909091,39.36363636,47.72727273,63.36363636,66.81818182,70.09090909,69.27272727,59.81818182,66.09090909,54.54545455,52.18181818,46.09090909,51.72727273,51.18181818,50.81818182,50.27272727,48.45454545,2567.7,1,1,1,1,0.2,0.3,,Lose
1390,2011/2012,08-04-2012 00:00,9825,8456,1,0,169718,26111,46539,26005,78513,31435,23678,24011,31013,30843,24800,31432,30509,39027,33086,31291,36615,23782,38807,26181,108808,37412,81,82.81818182,75.45454545,76.54545455,67.54545455,69,59.18181818,63.09090909,73.72727273,76.18181818,72.09090909,74,70.36363636,70.45454545,57,62.36363636,64.18181818,64.90909091,58.54545455,60.18181818,57,59,6000,1,1,1,1,0.3,0.4,,Win
1391,2011/2012,07-04-2012 00:00,8559,9879,0,3,157303,34430,24166,198444,196169,155384,24780,33048,245422,41175,33633,30633,33045,23780,26777,24130,34574,41008,37259,282274,38229,30956,72.09090909,75.90909091,64.90909091,67.72727273,58.63636364,59.81818182,47.81818182,52.90909091,66.81818182,69.45454545,70.54545455,66,65.81818182,62.81818182,55.09090909,53.72727273,48,53,54.18181818,56.72727273,52.90909091,52.09090909,2367,1,1,1,1,0.3,0.4,,Lose
1392,2011/2012,07-04-2012 00:00,8455,8528,2,1,30859,31306,23783,52133,46010,25923,30675,51553,41468,30679,30822,25156,11736,41071,111865,35472,101192,28901,38254,106228,49825,41061,81.18181818,72.09090909,70.63636364,64.36363636,65.09090909,58.90909091,59.27272727,49.72727273,72.27272727,68.09090909,73.54545455,69.36363636,70.63636364,61.45454545,57,55.18181818,60.63636364,53.90909091,54.27272727,54.27272727,50.27272727,52.27272727,4148.4,1,1,1,1,0.3,0.4,,Win
1393,2011/2012,07-04-2012 00:00,8650,10252,1,1,39351,239856,30617,22764,37475,127130,30618,156008,37139,40636,30892,24224,32870,24751,139673,24136,94812,24213,110947,161415,34466,23264,78.36363636,73,71.36363636,65.18181818,65.81818182,60.18181818,54.90909091,40.90909091,68.90909091,65.18181818,71.54545455,68.27272727,65.63636364,66,61.36363636,55,56.63636364,47,59.45454545,57.54545455,59.09090909,53.81818182,4425.3,1,1,1,1,0.3,0.4,,Tie
1394,2011/2012,08-04-2012 00:00,10260,10172,2,0,182917,38994,43248,30620,32569,30373,34944,35327,30829,23354,113836,23265,24209,24740,23311,25541,32084,23070,23163,192807,47394,35338,80.27272727,72.09090909,74,60.90909091,68.36363636,56.54545455,57.90909091,50.72727273,73,64.54545455,74.45454545,68.63636364,69.72727273,63.18181818,55.81818182,54.81818182,63.81818182,54.36363636,55.09090909,53.81818182,54.09090909,53.09090909,7538.7,1,1,1,1,0,0.1,,Win
1395,2011/2012,07-04-2012 00:00,9850,8668,2,2,40602,24903,72417,33408,23133,96456,25070,46354,23629,35493,24698,31465,24023,23268,24216,24846,30371,24156,36012,158962,30876,8922,70.36363636,76.36363636,65,67.81818182,58.45454545,62.27272727,47.81818182,52.63636364,64.36363636,69.18181818,64,69.72727273,55.36363636,68,52.09090909,60.90909091,58.09090909,54.72727273,55.54545455,55.18181818,51.72727273,52.90909091,2660.6,1,1,1,1,0,0.1,,Tie
1396,2011/2012,07-04-2012 00:00,10194,8602,2,1,46518,106910,40695,38899,47418,34601,24411,23253,24773,33881,30830,36283,40022,23091,26209,33138,32148,35466,24676,23538,34433,32627,75.27272727,72.81818182,67.63636364,62.54545455,63.54545455,55.36363636,50.72727273,38.36363636,67.45454545,65.45454545,71.18181818,69.09090909,64.27272727,62.27272727,52.27272727,54.63636364,50.45454545,46.18181818,56.36363636,52.36363636,51.45454545,51.09090909,2722.6,1,1,1,1,0.2,0.3,,Win
1397,2011/2012,07-04-2012 00:00,8472,8586,0,0,37868,36786,34275,23073,160243,35443,25075,25150,175947,33468,36410,30380,159833,26108,38835,40006,156727,24223,31097,30840,30960,31921,74.27272727,81.45454545,66.18181818,72.72727273,64,66.81818182,49,55,67,73.54545455,72.18181818,73.81818182,68.81818182,73.09090909,56.81818182,64.18181818,55.72727273,59.90909091,57.54545455,62.54545455,56.18181818,59.45454545,3904.7,1,1,1,1,0.3,0.4,,Tie
1398,2011/2012,06-04-2012 00:00,10003,10261,0,2,37193,89185,176889,24948,102356,23882,47558,23305,157729,38831,23788,24229,49571,24899,23579,150466,26160,38373,33852,26163,46700,35411,72.90909091,77.09090909,69,70.27272727,62.09090909,62.54545455,42.90909091,49.27272727,70.72727273,72.27272727,72.81818182,72.45454545,55.63636364,64.45454545,51.81818182,56.27272727,44.18181818,57.54545455,56.54545455,56.72727273,54.09090909,54.81818182,1994.6,1,1,1,1,0,0.1,,Lose
1399,2011/2012,07-04-2012 00:00,8659,8655,3,0,24147,22964,32441,26527,23787,32734,71502,38711,25550,26494,23257,30622,23593,23837,202180,25667,241728,109621,30342,23916,113465,24160,73.09090909,73.72727273,67.72727273,67.09090909,60.18181818,61.90909091,53.63636364,52,66.45454545,66.45454545,64.54545455,66.54545455,62.81818182,64,59.36363636,58,55.09090909,57.18181818,57.09090909,56,51.63636364,53.18181818,2477,1,1,1,1,0.2,0.3,,Win
1400,2011/2012,09-04-2012 00:00,10252,10194,1,1,24224,32870,24751,139673,94812,161415,110947,24213,24136,184360,23264,46518,106910,40695,38899,47418,33881,97988,25668,24773,24411,30988,72.90909091,74.90909091,64.27272727,66.27272727,60.63636364,61.45454545,43.09090909,48.45454545,64.72727273,66.45454545,69.54545455,68.63636364,65.18181818,65.72727273,52.36363636,58.27272727,46.45454545,51,55.09090909,60.90909091,52.36363636,56.72727273,3388.3,1,1,1,1,0.3,0.4,,Tie
1401,2011/2012,10-04-2012 00:00,8655,8650,2,3,30622,23593,202180,23837,25667,113631,109621,30342,119273,113465,24160,39351,239856,165526,22764,34036,33781,156008,95331,33632,127130,47382,72.63636364,75.54545455,65.09090909,66.18181818,60.09090909,60.81818182,47.63636364,47.72727273,64.90909091,65.63636364,68.63636364,72.09090909,60.45454545,63.54545455,52.81818182,59.45454545,54.54545455,49.36363636,53.81818182,61.63636364,51.81818182,58.90909091,2255.1,1,1,1,1,0.3,0.4,,Lose
1402,2011/2012,09-04-2012 00:00,8668,8472,4,0,31465,24023,23268,30839,30371,24002,39618,24006,36012,158962,160196,37868,36786,34275,23073,160243,35443,40563,25150,175947,25075,33468,75.63636364,74.18181818,67.90909091,67.18181818,61.90909091,66,48.81818182,52.18181818,68.36363636,67.18181818,67.54545455,70.81818182,71.09090909,68.63636364,59.36363636,59.90909091,52.27272727,55.09090909,54.90909091,60.54545455,51.54545455,58.90909091,3322.8,1,1,1,1,0.3,0.4,,Win
1403,2011/2012,09-04-2012 00:00,9879,8455,1,1,30633,33045,23780,26777,24130,34574,30338,37259,281936,41008,30956,30859,31306,23783,30627,46010,32345,25923,79574,30631,31906,30853,76,80.63636364,69.27272727,70.36363636,61.54545455,64.45454545,53.54545455,52,69.18181818,70.81818182,64.72727273,71.81818182,62.18181818,68.72727273,58.45454545,64.36363636,54.09090909,55.36363636,62.09090909,61.81818182,57.54545455,59.45454545,2539.9,1,1,1,1,0.3,0.4,,Tie
1404,2011/2012,11-04-2012 00:00,8456,8659,4,0,31432,24208,39027,33086,31291,30598,23782,37459,37412,26181,38817,24147,22964,169162,26527,23282,0,71502,25005,38711,32734,23293,83.54545455,66.18181818,76.63636364,59.27272727,69,53.45454545,58.63636364,45.27272727,75.54545455,58.72727273,74.45454545,57.45454545,69.09090909,58,62,59.18181818,61.09090909,48.09090909,57.72727273,56.81818182,57.18181818,53.90909091,4704.5,1,1,1,1,0.2,0.3,,Win
1405,2011/2012,09-04-2012 00:00,10261,8559,2,0,24229,49571,24899,30929,150466,26163,26160,23579,33852,46700,35411,157303,34430,198444,24166,26454,155384,24780,33048,38856,33633,23934,77.27272727,72.90909091,69.36363636,66.63636364,62.27272727,62.27272727,50.63636364,50.81818182,71.63636364,66.27272727,71.72727273,64.63636364,62.72727273,65.27272727,56,57,58.72727273,51.90909091,56.81818182,56.36363636,54.81818182,56.81818182,4995.1,1,1,1,1,0.2,0.3,,Win
1406,2011/2012,11-04-2012 00:00,10172,10003,3,0,23265,24209,24740,23311,25541,24205,192807,23163,32084,24741,47394,37193,89185,176889,24948,102356,23882,157729,47558,38831,38759,23991,73.72727273,73.27272727,61.90909091,68.09090909,57.27272727,61.90909091,53.81818182,44.27272727,66.81818182,70.72727273,71.81818182,73.18181818,63.27272727,56.54545455,55.36363636,50.72727273,57.90909091,48,56.54545455,56.45454545,54.63636364,53.45454545,1729.5,1,1,1,1,0,0.1,,Win
1407,2011/2012,09-04-2012 00:00,8586,9850,1,2,30380,159833,26108,30354,40006,30895,115681,31097,31921,30735,30348,40602,24903,72417,33408,23133,96456,46354,24583,47194,24698,23499,79.90909091,69.36363636,69.36363636,61.45454545,59.36363636,55.45454545,54.72727273,45.45454545,72.81818182,62.54545455,77.72727273,64.18181818,68.09090909,57.27272727,57,50.90909091,57.27272727,56.18181818,56.54545455,50.72727273,53.18181818,46.27272727,3603.6,1,1,1,1,0,0.1,,Lose
1408,2011/2012,11-04-2012 00:00,8528,10260,1,0,25156,11736,41071,111865,35472,101192,28901,38254,106228,49825,41061,182917,186137,43248,30620,32569,34944,24154,35327,30829,23354,70409,72.09090909,82,64.36363636,74.27272727,58.90909091,67.72727273,49.72727273,54.09090909,68.09090909,73.72727273,69.36363636,76,61.45454545,68.54545455,55.18181818,58.09090909,53.90909091,60.27272727,54.27272727,57.36363636,52.27272727,56.27272727,1863.4,1,1,1,1,0.3,0.4,,Win
1409,2011/2012,11-04-2012 00:00,8602,9825,0,3,36283,40022,23091,26209,33138,32148,35466,187189,23538,24676,23291,169718,26111,30986,26005,78541,23678,24011,31013,75489,24800,30843,72,80.54545455,63.27272727,75.18181818,56.81818182,68.54545455,42.27272727,59.18181818,63.18181818,73.27272727,67.54545455,72.72727273,60.27272727,70,57.18181818,57.81818182,45.18181818,64.45454545,56.36363636,59.90909091,55.72727273,57.27272727,2567.7,1,1,1,1,0.2,0.3,,Lose
1410,2011/2012,16-04-2012 00:00,9825,8528,1,2,169718,26111,30986,26005,78541,23678,24011,31013,31435,24800,30843,25156,11736,41071,111865,35472,101192,28901,38254,106228,49825,118929,80.54545455,72.18181818,75,64.81818182,68.27272727,59.72727273,60.18181818,49.90909091,73.45454545,68.45454545,72,68.45454545,70.27272727,62.27272727,55.63636364,55.09090909,64.72727273,55.09090909,57.45454545,55.45454545,56.45454545,53.36363636,6000,1,1,1,1,0.3,0.4,,Lose
1411,2011/2012,02-05-2012 00:00,8559,8586,1,4,157303,191616,24166,198444,34430,38856,155384,24780,33633,23934,41175,30380,159833,38835,26108,46353,30895,156727,31097,31921,30840,30960,72.72727273,80.90909091,65.09090909,71.63636364,60.09090909,63.72727273,46.90909091,52.54545455,66.36363636,74.27272727,67.90909091,76.45454545,65.63636364,69.81818182,54,58.63636364,49.09090909,58.63636364,52.72727273,56.63636364,52,53.54545455,2367,1,1,1,1,0.3,0.4,,Lose
1412,2011/2012,02-05-2012 00:00,8455,10261,0,2,30859,25925,31306,30627,46010,32345,25923,79574,51553,30679,30853,24229,23579,24899,30929,150466,26160,38373,33852,26163,46700,35411,80.54545455,77.54545455,70.90909091,70.45454545,64.72727273,63.36363636,52.81818182,51.45454545,71.72727273,72.36363636,74.18181818,71.45454545,68.81818182,66.54545455,60,57.09090909,57.27272727,58.36363636,58.54545455,57.18181818,55.81818182,54.90909091,4148.4,1,1,1,1,0.2,0.3,,Lose
1413,2011/2012,01-05-2012 00:00,8650,9879,0,1,39351,154271,165526,22764,34222,156008,127130,95331,33632,47382,37139,30633,33045,26777,23780,24130,34574,30338,41008,282274,30956,41244,75.45454545,75.63636364,67.45454545,67.27272727,62.36363636,60.36363636,50.27272727,56,65.36363636,67.90909091,68.36363636,65.36363636,65.90909091,70.54545455,61.18181818,52.54545455,51.54545455,56.09090909,62.27272727,56.45454545,58.27272727,49.81818182,4425.3,1,1,1,1,0.3,0.4,,Lose
1414,2011/2012,15-04-2012 00:00,10260,10252,4,0,182917,38994,43248,30620,32569,35327,34944,30373,23354,30829,113836,24224,32870,24751,139673,94812,161415,24213,161414,282251,23264,184360,80.27272727,73.18181818,74,64.72727273,68.36363636,60.09090909,57.90909091,48.27272727,73,65.45454545,74.45454545,69.54545455,69.72727273,67.09090909,55.81818182,51.90909091,63.81818182,51.54545455,55.09090909,53.72727273,54.09090909,50.18181818,7538.7,1,1,1,1,0.3,0.4,,Win
1415,2011/2012,14-04-2012 00:00,9850,8456,1,6,40602,24903,72417,33408,23133,96456,46354,24583,47194,23499,24698,31432,30509,39027,33086,31291,30598,23782,37459,37412,26181,38817,69.36363636,83.27272727,61.45454545,77.27272727,55.45454545,69.72727273,45.45454545,62.81818182,62.54545455,76.27272727,64.18181818,72.81818182,57.27272727,68.63636364,50.90909091,61.81818182,56.18181818,63.54545455,50.72727273,57.36363636,46.27272727,56.81818182,2660.6,1,1,1,1,0,0.1,,Lose
1416,2011/2012,01-05-2012 00:00,10194,8668,1,1,46518,38899,40695,23818,47418,33881,24411,25668,24773,30988,30830,31465,24023,23268,30839,24216,39618,30876,24006,36012,25666,8922,75.63636364,76.90909091,66.27272727,67.72727273,59.81818182,61.45454545,46.09090909,48.45454545,66.54545455,68.36363636,66.18181818,70.27272727,62.18181818,67.27272727,53.18181818,59.36363636,53.09090909,49.54545455,56.18181818,55.54545455,51.27272727,53.54545455,2722.6,1,1,1,1,0.3,0.4,,Tie
1417,2011/2012,14-04-2012 00:00,8472,8602,0,0,37868,36786,34275,23073,30352,35443,25075,160243,175947,36410,33468,36283,23099,23091,32581,33138,32148,187189,35466,32627,280862,34433,74.36363636,71.36363636,65.81818182,63.09090909,63.18181818,55.09090909,48.72727273,35.63636364,67.27272727,63.09090909,73.18181818,65.81818182,69.81818182,56.18181818,57.09090909,51.90909091,55.09090909,48.63636364,57.36363636,51.27272727,55.90909091,50.54545455,3904.7,1,1,1,1,0.2,0.3,,Tie
1418,2011/2012,14-04-2012 00:00,10003,8655,3,0,37193,102356,24948,176889,89185,23991,23882,47558,23305,157729,38759,30622,119273,202180,23837,23593,23916,30342,109621,241728,113465,24160,73.45454545,72.72727273,68.09090909,65.54545455,62.45454545,60.54545455,45.54545455,51.27272727,71.18181818,65.27272727,74.09090909,65.81818182,56.81818182,61.18181818,49.81818182,55.63636364,47,56.90909091,57.18181818,54,53.54545455,50.90909091,1994.6,1,1,1,1,0,0.1,,Win
1419,2011/2012,14-04-2012 00:00,8659,10172,1,0,24147,22964,32441,169162,23787,23257,71502,32734,23954,25550,26494,23265,24209,24740,23311,25541,24205,192807,23070,32084,24741,47394,72.81818182,73.54545455,65,62.63636364,57.72727273,57.90909091,47.45454545,51.09090909,67,66.09090909,68.27272727,68.72727273,62,62.90909091,56.54545455,58.09090909,51.72727273,59.09090909,53.36363636,59.09090909,48,58.18181818,2477,1,1,1,1,0,0.1,,Win
1420,2011/2012,21-04-2012 00:00,9825,8455,0,0,169718,26111,46539,26005,78513,75489,23678,31013,31435,196386,30843,30859,25925,23783,30627,46010,30675,212470,30679,51553,30853,31906,80.36363636,79.63636364,74.45454545,70.36363636,67.18181818,63.54545455,55.63636364,49.09090909,72,71,74.90909091,73.36363636,69.09090909,67,56.54545455,55.81818182,60,56.36363636,57.09090909,54,55.45454545,50.81818182,6000,1,1,1,1,0.3,0.4,,Tie
1421,2011/2012,21-04-2012 00:00,10252,8472,0,0,24224,33863,24751,139673,94812,139671,110947,24213,29581,23264,184360,37868,24150,34275,23073,36786,35443,25075,160243,175947,33468,36410,73.18181818,74.54545455,62.63636364,65.45454545,56,62,42.27272727,46.18181818,63.54545455,66.63636364,70.18181818,71.36363636,67.36363636,67.18181818,52,57.63636364,43.63636364,54.27272727,51.90909091,57.45454545,51.09090909,56.18181818,3388.3,1,1,1,1,0.3,0.4,,Tie
1422,2011/2012,21-04-2012 00:00,8655,9850,2,0,30622,23593,23837,30739,119273,113631,30342,241728,23916,113465,24160,40602,24903,72417,33408,23133,96456,46354,23629,35493,24003,24698,72.63636364,70.54545455,66.09090909,63.18181818,61.18181818,55.45454545,51.63636364,45.18181818,66.36363636,64.09090909,65.36363636,65.36363636,62.27272727,56.36363636,52,50.36363636,59.36363636,58.72727273,50.45454545,54.81818182,48.45454545,49.63636364,2255.1,1,1,1,1,0,0.1,,Win
1423,2011/2012,21-04-2012 00:00,8559,10003,1,1,157303,26454,198444,24166,34430,38856,155384,245422,24780,33633,23934,37193,89185,176889,24948,102356,157729,23882,47558,23305,38759,23991,72.81818182,73.45454545,66.27272727,68.09090909,59.45454545,62.45454545,49.54545455,45.54545455,66.36363636,71.18181818,66.90909091,74.09090909,64.81818182,56.81818182,53,49.81818182,53.90909091,47,52.45454545,57.18181818,52,53.54545455,2367,1,1,1,1,0,0.1,,Tie
1424,2011/2012,21-04-2012 00:00,9879,8528,2,1,30633,23780,30890,26777,24130,37259,30338,34574,41008,30956,41244,25156,11736,41071,111865,35472,28901,101192,38254,106228,49825,118929,76.90909091,72.18181818,68.63636364,64.81818182,62,59.72727273,52.63636364,49.90909091,67.09090909,68.45454545,62.81818182,68.45454545,65.09090909,62.27272727,56.81818182,55.09090909,57,55.09090909,61.90909091,55.45454545,54.81818182,53.36363636,2539.9,1,1,1,1,0.3,0.4,,Win
1425,2011/2012,22-04-2012 00:00,8650,8659,0,1,30660,34036,22764,25984,37475,156008,37139,95331,33632,40636,47382,24147,22964,32441,26527,23787,23257,71502,23954,32734,25550,23293,79.72727273,74.09090909,70.27272727,66.81818182,63.36363636,59.54545455,56.09090909,49.72727273,70,67.45454545,73.54545455,68.54545455,71.36363636,62.36363636,60.72727273,58,56.72727273,56,61.18181818,54.54545455,58.09090909,49.09090909,4425.3,1,1,1,1,0.2,0.3,,Lose
1426,2011/2012,22-04-2012 00:00,10260,8668,4,4,182917,38994,43248,30620,32569,35327,34944,30373,40945,30829,113836,31465,24023,23268,30839,24216,30371,24156,24006,39618,36012,8922,80.54545455,76.54545455,74.81818182,68,69,63.36363636,57,48.72727273,73.27272727,67.81818182,73.72727273,68.81818182,70.45454545,67.63636364,54.45454545,64,63.63636364,51.45454545,54.45454545,57.72727273,51.36363636,55.54545455,7538.7,1,1,1,1,0.3,0.4,,Tie
1427,2011/2012,21-04-2012 00:00,10261,10194,3,0,24229,49571,24899,30929,150466,26163,26160,38373,33852,46700,35411,46518,23369,40695,38899,47418,106910,97988,23253,24773,33881,30830,78.18181818,75.18181818,70.45454545,65.72727273,63.27272727,61.72727273,51,47,72.72727273,65.54545455,72.36363636,69.90909091,65.09090909,62.63636364,57.72727273,57.81818182,58.54545455,48.09090909,57.81818182,60.63636364,56.09090909,56.81818182,4995.1,1,1,1,1,0.2,0.3,,Win
1428,2011/2012,21-04-2012 00:00,10172,8586,1,0,23265,24209,24740,23311,25541,32084,24205,23070,192807,47394,24741,30380,159833,38835,30354,40006,156727,31097,24223,31921,30840,30348,73.54545455,81.54545455,62.63636364,71.81818182,57.90909091,66.81818182,51.09090909,57,66.09090909,73.18181818,68.72727273,73.63636364,62.90909091,71,58.09090909,63.27272727,59.09090909,56.81818182,59.09090909,62.27272727,58.18181818,58.36363636,1729.5,1,1,1,1,0,0.1,,Win
1429,2011/2012,22-04-2012 00:00,8602,8456,0,2,35495,23099,23091,26209,33138,32148,35466,187189,23538,24676,32627,31432,30509,39027,33086,31291,36615,23782,37459,38817,26181,37412,71.63636364,83.63636364,65.45454545,77.81818182,60.09090909,70.09090909,39.09090909,63.27272727,63.90909091,76.90909091,68.54545455,74,60.81818182,70.18181818,56.90909091,61.36363636,45,64.09090909,55,57.54545455,53.72727273,56.54545455,2567.7,1,1,1,1,0.2,0.3,,Lose
1430,2011/2012,29-04-2012 00:00,8455,10172,6,1,30859,30856,25925,30627,38834,41468,30675,30631,51553,30853,31906,23265,24209,24740,23311,25541,24205,23070,23163,32084,24741,33418,82.09090909,73.45454545,73.18181818,61.90909091,65.63636364,54.45454545,53.72727273,53.72727273,74.90909091,64.90909091,74,68.36363636,69.27272727,62.72727273,56,54.90909091,61.45454545,57.72727273,53.18181818,55.54545455,52,53.09090909,4148.4,1,1,1,1,0,0.1,,Win
1431,2011/2012,28-04-2012 00:00,8668,9879,4,0,31465,24023,30839,23268,24216,24006,24156,30371,36012,39618,8922,30633,23780,30890,26777,24130,30956,34574,37259,281936,41008,41244,76.54545455,76.09090909,68,67.54545455,63.36363636,59.18181818,48.72727273,50.90909091,67.81818182,66.63636364,68.81818182,65.54545455,67.63636364,62.45454545,64,55,51.45454545,53.81818182,57.72727273,59.45454545,55.54545455,52.90909091,3322.8,1,1,1,1,0.3,0.4,,Win
1432,2011/2012,30-04-2012 00:00,8456,10260,1,0,31432,30509,39027,33086,31291,36615,23782,37459,38817,26181,37412,182917,186137,30620,165823,32569,40945,34944,30373,30802,24154,30829,83.63636364,82.09090909,77.81818182,76.72727273,70.09090909,70.81818182,63.27272727,52.72727273,76.90909091,75.09090909,74,71.09090909,70.18181818,69.18181818,61.36363636,61,64.09090909,61,57.54545455,57.36363636,56.54545455,52.63636364,4704.5,1,1,1,1,0.3,0.4,,Win
1433,2011/2012,28-04-2012 00:00,9850,8650,0,3,40602,111800,72417,33408,23133,25070,46354,96456,24583,47194,37166,30660,34036,30617,25984,37475,127130,156008,30892,30618,33781,40636,70.27272727,80.72727273,62.63636364,72.27272727,57.27272727,66.09090909,47.72727273,62.72727273,64.18181818,72.27272727,67.63636364,75.45454545,57.36363636,72.18181818,55.09090909,61.27272727,52.81818182,60.63636364,51.81818182,59.81818182,49.45454545,60.45454545,2660.6,1,1,1,1,0,0.1,,Lose
1434,2011/2012,28-04-2012 00:00,10194,9825,1,1,46518,106910,38899,40695,47418,34601,23253,24411,24773,33881,30830,169718,26111,46539,26005,78513,23678,75489,37950,31435,24800,30843,75.27272727,80.81818182,67.63636364,75.54545455,63.54545455,68.72727273,50.72727273,55.81818182,67.45454545,73.54545455,71.18181818,72.45454545,64.27272727,69.36363636,52.27272727,58.81818182,50.45454545,64,56.36363636,60.18181818,51.45454545,57.09090909,2722.6,1,1,1,1,0.3,0.4,,Tie
1435,2011/2012,28-04-2012 00:00,8472,8559,2,2,32562,24150,34275,23073,36786,24157,25150,160243,175947,33468,36410,157303,191616,24166,198444,34430,38856,155384,24780,33633,41175,23934,74.36363636,72.72727273,63.18181818,65.09090909,58.54545455,60.09090909,43.36363636,46.90909091,66.09090909,66.36363636,70.72727273,67.90909091,64,65.63636364,55,54,49.90909091,49.09090909,58,52.72727273,55.45454545,52,3904.7,1,1,1,1,0.3,0.4,,Tie
