,Season,Date,Home_Team_ID,Away_Team_ID,Home_Goals,Away_Goals,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,HomeTeamRating,AwayTeamRating,HomeShortPass,AwayShortPass,HomeLongPass,AwayLongPass,HomeFreeKickAccuracy,AwayFreeKickAccuracy,HomeBallControl,AwayBallControl,HomeSprintSpeed,AwaySprintSpeed,HomeShotPower,AwayShotPower,HomeInterception,AwayInterception,HomePenalties,AwayPenalties,HomeStandingTackle,AwayStandingTackle,HomeSlindingTackle,AwaySlindingTackle,Away Support,HomeTeamWins_Home,HomeTeamWins_Away,AwayTeamWins_Home,AwayTeamWins_Away,HomeVsAway_Home,HomeVsAway_Away,,Outcome
527,2009/2010,17-01-2010 00:00,8559,9825,0,2,23932,26454,23783,40128,24728,130670,35532,11576,24372,23934,30753,23686,26111,38835,26005,63520,30613,187668,27277,31435,3520,41704,72.90909091,79.54545455,63.81818182,72.81818182,62.36363636,70.81818182,48.72727273,48.63636364,61.18181818,74,69.27272727,77.54545455,63.27272727,67.45454545,69.81818182,71.54545455,62.18181818,77.09090909,61.72727273,59.63636364,59.72727273,60.63636364,2220,1,1,1,1,0.1,0.1,,Lose
528,2009/2010,17-01-2010 00:00,8655,9879,2,0,30622,38836,19020,23921,30739,30842,109621,23922,25667,21613,34947,30633,33045,23780,26777,24781,34574,43247,30338,24737,31907,30956,74.63636364,76.36363636,63.09090909,68.81818182,65,63.45454545,43.09090909,52.63636364,65.90909091,67.81818182,71.36363636,74.27272727,64.09090909,64.72727273,68.45454545,72.90909091,68.54545455,73.54545455,62.36363636,58.63636364,60.81818182,53.63636364,2542.8,1,1,1,1,0.1,0.2,,Win
529,2009/2010,17-01-2010 00:00,10252,8654,0,0,30380,33863,24751,24211,24136,23354,38807,38609,30892,23264,34466,36374,36394,109897,23818,33312,30966,34590,24223,37169,109898,181229,79.36363636,74.45454545,67.27272727,65.36363636,65,62.63636364,51.45454545,44.63636364,68.81818182,65.36363636,77.81818182,70.18181818,67.90909091,58.81818182,71.18181818,65,68.90909091,68.63636364,51.72727273,64.45454545,58.90909091,60.90909091,3857.3,1,1,1,1,0.1,0.2,,Tie
530,2009/2010,26-01-2010 00:00,8602,8650,0,0,30669,40022,23334,32581,33138,35466,29673,31317,23099,23538,23291,30660,30617,22764,39032,47547,33632,38818,95327,37920,30618,37139,70.63636364,82,61.63636364,72.72727273,63.90909091,72.09090909,39.27272727,52.54545455,62.63636364,70.90909091,67.81818182,76.72727273,53.72727273,66.63636364,64.81818182,78.27272727,66.45454545,75.72727273,60.72727273,59.72727273,59.54545455,62.45454545,2836.6,1,1,1,1,0,0.1,,Tie
531,2009/2010,26-01-2010 00:00,8586,9879,2,0,30455,46403,24531,30354,31921,23760,24656,97988,31097,30830,30348,30633,23780,26777,165823,43247,25015,112035,30338,34574,24737,24741,78.18181818,73.90909091,68.63636364,65.63636364,65.18181818,60.54545455,56.90909091,50.81818182,71.54545455,66.27272727,75.27272727,70.36363636,70.45454545,61.72727273,70.81818182,68.63636364,76.72727273,69.72727273,54.36363636,63.09090909,51.54545455,56.72727273,3579.4,1,1,1,1,0.1,0.2,,Win
532,2009/2010,16-02-2010 00:00,10194,8456,1,1,23794,38899,40695,40005,35467,24435,23253,24411,25668,23314,38755,24224,24208,30831,33086,33963,30598,34942,23782,24159,30646,30960,73.36363636,79.81818182,61.63636364,73.63636364,62.63636364,65.90909091,48.81818182,55.81818182,62.90909091,70,68,74,66.36363636,75.09090909,65.90909091,74,67.27272727,74.36363636,60.81818182,62.63636364,55.72727273,59.18181818,2716.2,1,1,1,1,0.1,0.2,,Tie
533,2009/2010,26-01-2010 00:00,8462,8654,1,1,46518,24137,26108,47418,23953,24747,33850,23889,27335,26347,25543,36374,36394,109897,23818,33312,41475,34590,37169,30966,109898,181229,70.90909091,74.36363636,66.36363636,65.18181818,60.90909091,62.72727273,49,47.45454545,67.18181818,65.54545455,69.36363636,70.45454545,61.54545455,59,67.90909091,63.54545455,65.54545455,68.45454545,60,61.81818182,0,57.54545455,1824.9,1,1,1,1,0.1,0.2,,Tie
534,2009/2010,23-01-2010 00:00,10260,8667,4,0,30726,38994,30620,43248,32569,40945,30373,24148,30802,30619,30829,23021,40132,24509,26066,23022,23438,23025,30595,23225,39073,23034,80.27272727,71.45454545,73.27272727,62.27272727,70.09090909,56,52.45454545,48.36363636,73.90909091,64.63636364,75.09090909,69.18181818,67.72727273,60.18181818,72.81818182,64.81818182,75.90909091,60.63636364,55.18181818,54.72727273,51.54545455,51.90909091,7486.4,1,1,1,1,0.1,0.2,,Win
535,2009/2010,26-01-2010 00:00,8559,8191,1,0,23932,26454,23783,40128,34430,130670,35532,11576,24372,30753,23934,24788,34230,43252,23349,35437,23190,23185,21849,11496,38856,32627,73.18181818,71.72727273,64.18181818,63,61.81818182,60.72727273,48.54545455,38.45454545,61.27272727,64.54545455,70.09090909,69,63.18181818,55.09090909,70.72727273,62,62.27272727,63.09090909,61.54545455,51.09090909,59.72727273,45.45454545,2220,1,1,1,1,0,0.1,,Win
536,2009/2010,27-01-2010 00:00,8668,8472,2,0,31465,30371,24216,30839,24846,30700,39618,24006,36012,30876,30735,32562,30885,24446,23073,43259,156008,26171,25150,24116,30352,23949,79.45454545,74.36363636,72.27272727,61.54545455,69.36363636,61,53.45454545,44,72.27272727,65.72727273,75.81818182,72.09090909,67.63636364,59.36363636,76,69.18181818,77.81818182,64.54545455,60.90909091,62.72727273,57.63636364,62.54545455,3672.5,1,1,1,1,0.1,0.2,,Win
537,2009/2010,27-01-2010 00:00,8455,8658,3,0,30859,31306,30911,30627,38834,30686,30699,30631,30630,37804,30679,31432,24226,34193,23837,23787,35443,33049,24978,24002,31953,31073,83.72727273,74.45454545,73.36363636,62.27272727,72,60.81818182,58.63636364,50.36363636,74.54545455,65,74.45454545,71.54545455,68.72727273,63.45454545,80.54545455,63.90909091,76.63636364,67.54545455,58.45454545,54.36363636,58.36363636,53.27272727,4142.3,1,1,1,1,0,0.1,,Win
538,2009/2010,27-01-2010 00:00,8655,8528,2,1,30622,38836,30739,23921,25667,30842,109621,113465,23916,23927,21613,33439,34987,24230,41071,111865,40015,129817,29581,25005,101192,71550,74.36363636,74.09090909,64.36363636,65.18181818,63.72727273,67.27272727,49.09090909,43.72727273,67.81818182,65.72727273,73.54545455,72.63636364,62.18181818,62.36363636,67.36363636,62.18181818,67,64.54545455,55.54545455,63.27272727,51.90909091,0,2542.8,1,1,1,1,0.1,0.2,,Win
539,2009/2010,27-01-2010 00:00,10252,9825,0,0,30380,33863,24751,24211,30357,23354,38807,38609,30892,23264,34466,23686,26111,38835,26005,31291,30613,39297,75489,31435,41704,3520,79.36363636,81.63636364,67.72727273,76.27272727,66.18181818,74.27272727,51.36363636,55.72727273,68.72727273,76.09090909,77.36363636,77.81818182,69.36363636,67.36363636,71.27272727,73.63636364,69.45454545,80.18181818,52,59.63636364,58.90909091,60.54545455,3857.3,1,1,1,1,0.1,0.2,,Tie
540,2009/2010,30-01-2010 00:00,8654,8655,0,0,36374,36394,109897,23818,33312,41475,30966,34590,37169,109898,181229,30622,38836,19020,23921,30739,23927,30842,109621,23916,25667,21613,74.36363636,75,65.18181818,62.81818182,62.72727273,64.09090909,47.45454545,45.09090909,65.54545455,66.09090909,70.45454545,72.27272727,59,62.90909091,63.54545455,67.72727273,68.45454545,67.36363636,61.81818182,60.63636364,57.54545455,57,3368.3,1,1,1,1,0.1,0.2,,Tie
541,2009/2010,30-01-2010 00:00,8528,8668,0,1,33439,35472,24230,41071,111865,40015,129817,101192,29581,71550,30953,31465,30371,30890,30839,24846,30700,39618,24006,36012,30876,30735,73.36363636,79.27272727,61.81818182,71.45454545,61.90909091,67.63636364,42.45454545,52,64.90909091,71.36363636,74.27272727,75,62.09090909,67.54545455,60.54545455,75.09090909,63.63636364,76.72727273,59,60.90909091,0,57.54545455,1800.6,1,1,1,1,0.1,0.2,,Lose
542,2009/2010,01-02-2010 00:00,8472,10194,0,0,32562,30885,34275,23073,43259,38802,25150,26171,17866,23949,30988,23794,38899,40695,40005,35467,24411,23253,24133,24773,42183,23314,75.72727273,73.54545455,60.45454545,62.09090909,59.90909091,62.63636364,42.81818182,46.45454545,66.09090909,62.54545455,71.45454545,68.54545455,62.27272727,63.36363636,68.81818182,66.81818182,66.63636364,66.27272727,59.63636364,59.45454545,57.45454545,55.45454545,4035.5,1,1,1,1,0.1,0.2,,Tie
543,2009/2010,31-01-2010 00:00,8456,8462,2,0,24224,30509,30831,39027,33963,30598,24213,23782,33633,38817,30960,36286,38368,23939,47418,23953,24747,33850,25421,23271,27335,25543,80.90909091,72,76.72727273,64.81818182,72.90909091,62.63636364,64.27272727,48.45454545,73.81818182,66.45454545,75.09090909,71,77.36363636,64.27272727,75,66.18181818,77.54545455,67.09090909,60.90909091,57.81818182,58.45454545,54.81818182,4547,1,1,1,1,0.1,0.2,,Win
544,2009/2010,30-01-2010 00:00,8650,8559,2,0,30660,30617,22764,39032,47547,30618,38818,27694,37920,37139,41175,23932,26454,23783,40128,34430,130670,35532,155384,11576,24372,23934,81.36363636,72.63636364,70.36363636,63.90909091,68.27272727,64,51.54545455,48.90909091,70.45454545,61.63636364,76.90909091,70,66.18181818,62.54545455,76.72727273,69.90909091,76,62.72727273,60.63636364,64.27272727,60,63.18181818,4286.4,1,1,1,1,0.1,0.2,,Win
545,2009/2010,30-01-2010 00:00,8667,8602,2,2,23021,40132,93458,24509,23022,32577,30595,182962,23225,37798,70297,30669,40022,32581,23334,33138,23099,35466,29673,25415,23538,23291,70.45454545,70.18181818,59.36363636,61.45454545,53.63636364,63,44.90909091,35.54545455,61.36363636,62.81818182,69.45454545,68.63636364,57.72727273,51.63636364,63.72727273,64.81818182,62.81818182,65.90909091,56.45454545,60.18181818,54.90909091,60.27272727,2439,1,1,1,1,0,0.1,,Tie
546,2009/2010,30-01-2010 00:00,9879,10252,0,2,30633,23780,26777,165823,33045,24020,30338,43247,34574,24741,26461,30380,33863,24751,24211,30357,23354,38807,38609,30892,23264,34466,74.09090909,79.36363636,63.90909091,67.72727273,58,66.18181818,47.09090909,51.36363636,64.90909091,68.72727273,70.36363636,77.36363636,59.18181818,69.36363636,68.81818182,71.27272727,71,69.45454545,59,52,57.54545455,58.90909091,2390.9,1,1,1,1,0.1,0.2,,Lose
547,2009/2010,30-01-2010 00:00,8191,8455,1,2,24788,34214,23349,35437,34230,11496,38504,28109,38856,23074,32627,30859,31306,26564,30627,38834,30699,30631,40825,30630,37804,30679,71.45454545,83.63636364,62.63636364,71.54545455,62.09090909,69.63636364,40.63636364,62.18181818,63.18181818,74.36363636,69.63636364,76.27272727,50.27272727,72.09090909,58.18181818,80.27272727,59.27272727,74.90909091,49.45454545,60.63636364,44.18181818,60.09090909,2065.4,1,1,1,1,0,0.1,,Lose
548,2009/2010,31-01-2010 00:00,9825,10260,1,3,23686,26111,38835,26005,31291,39297,30613,23678,26181,31435,3520,30726,38994,30362,43248,32569,24148,30373,34944,40945,30829,30802,82.18181818,80,77.45454545,73.63636364,76.45454545,72.27272727,53.54545455,53.36363636,75.81818182,72.63636364,77,74.27272727,65.81818182,66.81818182,74.54545455,73.27272727,79,74.27272727,64.72727273,59.18181818,65.63636364,57.63636364,5992.7,1,1,1,1,0.1,0.2,,Lose
549,2009/2010,30-01-2010 00:00,8658,8586,1,1,31432,24226,34193,23837,23787,35443,33049,24978,24002,31953,31073,30455,46403,24531,30354,31921,23760,24656,97988,31097,30830,30348,74.45454545,78.18181818,62.27272727,68.63636364,60.81818182,65.18181818,50.36363636,56.90909091,65,71.54545455,71.54545455,75.27272727,63.45454545,70.45454545,63.90909091,70.81818182,67.54545455,76.72727273,54.36363636,54.36363636,53.27272727,51.54545455,2524.6,1,1,1,1,0,0.1,,Tie
550,2009/2010,06-02-2010 00:00,10260,8462,5,0,30726,30615,30362,43248,32569,35327,34944,24148,40945,27430,30829,36286,38368,23939,47418,25995,23271,24373,24747,25421,40987,26347,81.27272727,71.81818182,72.90909091,63.09090909,69.09090909,62.81818182,50.81818182,46.63636364,73.18181818,63.27272727,73.63636364,71,65.54545455,60.18181818,76.90909091,65.63636364,74.54545455,66.36363636,58.81818182,60.45454545,58.27272727,0,7486.4,1,1,1,1,0.1,0.2,,Win
551,2009/2010,06-02-2010 00:00,10194,8655,3,0,23794,23369,38899,40695,35467,24435,25668,24411,24773,38755,23314,30622,38836,23921,19020,30739,49825,30842,109621,23916,25667,21613,72.72727273,74.54545455,60.81818182,62.90909091,61,64,49.36363636,42.18181818,63.36363636,65.18181818,68.18181818,71.63636364,64.81818182,62.72727273,64.54545455,67,66.09090909,68.81818182,58.36363636,60,53,56.90909091,2716.2,1,1,1,1,0.1,0.2,,Win
552,2009/2010,06-02-2010 00:00,8472,8528,1,1,32562,32870,34275,23073,43259,156008,25150,26171,17866,23949,30988,34421,35472,41071,24230,111865,129817,101192,25005,40015,29581,71550,74.81818182,74,60.72727273,64,60.09090909,66.18181818,40.81818182,43.27272727,65.54545455,64.81818182,72.27272727,72.27272727,60.63636364,61.45454545,67.54545455,65.27272727,66,65.45454545,59.90909091,64,56.54545455,64.27272727,4035.5,1,1,1,1,0.1,0.2,,Tie
553,2009/2010,06-02-2010 00:00,8586,10252,0,0,30455,46403,24531,30354,31921,23760,24656,97988,31097,30830,30348,30380,33863,24751,24211,30357,23354,38807,38609,30892,23264,34466,78.18181818,79.36363636,68.63636364,67.72727273,65.18181818,66.18181818,56.90909091,51.36363636,71.54545455,68.72727273,75.27272727,77.36363636,70.45454545,69.36363636,70.81818182,71.27272727,76.72727273,69.45454545,54.36363636,52,51.54545455,58.90909091,3579.4,1,1,1,1,0.1,0.2,,Tie
554,2009/2010,06-02-2010 00:00,8191,8654,2,1,24788,34230,34214,23349,23823,11496,38504,28109,23074,23190,32627,36374,36394,109897,23818,33312,109898,24223,37169,30966,34543,34947,71.45454545,76,62.09090909,67.45454545,60.09090909,63.09090909,43.90909091,43.27272727,64.27272727,67.72727273,70.45454545,71,52.90909091,62.09090909,60.18181818,69.90909091,60.36363636,72.72727273,49,60.63636364,43.63636364,57.54545455,2065.4,1,1,1,1,0,0.1,,Win
555,2009/2010,07-02-2010 00:00,8455,9825,2,0,30859,31306,30911,30627,38834,30699,32345,30631,30679,30822,37804,23686,26111,38835,26005,31291,26181,27277,23678,31013,30613,3520,83.81818182,82.09090909,72,74.90909091,69.36363636,73.18181818,56,47.09090909,73.09090909,74.63636364,75.63636364,79.54545455,69,66.45454545,80.81818182,74,76.27272727,77.63636364,61.36363636,62.81818182,60.27272727,64,4142.3,1,1,1,1,0.1,0.2,,Win
556,2009/2010,06-02-2010 00:00,8559,9879,0,0,23932,24728,24336,40128,34430,130670,35532,155384,11576,24372,23934,30633,43247,23780,26777,23282,34574,112035,30338,24664,31643,26461,71.36363636,74.90909091,63.36363636,68.18181818,62.27272727,62.72727273,46.27272727,46.18181818,61.54545455,67,69.36363636,70.36363636,62.27272727,64.90909091,67.72727273,73.54545455,61.72727273,72.72727273,62.72727273,64.45454545,61.45454545,60.54545455,2220,1,1,1,1,0.1,0.2,,Tie
557,2009/2010,06-02-2010 00:00,8667,8456,2,1,23021,40132,24509,93458,23022,23034,30595,182962,23225,70297,37798,24224,30509,30831,191616,30635,24213,30598,23782,33781,38817,30960,70.90909091,80.45454545,60.54545455,74.63636364,52.72727273,70.18181818,46.27272727,56.54545455,62.90909091,72.09090909,69.27272727,74.90909091,57.81818182,74.36363636,63.63636364,74.90909091,64.18181818,74.54545455,52.81818182,63.09090909,51.81818182,59.90909091,2439,1,1,1,1,0.1,0.2,,Win
558,2009/2010,06-02-2010 00:00,8650,8668,1,0,30660,30617,39032,25984,47547,38818,95327,37139,30618,33632,41175,31465,30371,30839,24216,24846,30700,39618,30876,24006,36012,30735,81.09090909,79.45454545,70.90909091,72.27272727,70.54545455,69.36363636,54.18181818,53.45454545,70.81818182,72.27272727,75.90909091,75.81818182,69.45454545,67.63636364,76.36363636,76,75.09090909,77.81818182,60.63636364,60.90909091,61.72727273,57.63636364,4286.4,1,1,1,1,0.1,0.2,,Win
559,2009/2010,07-02-2010 00:00,8658,8602,2,1,31432,24226,34193,23837,23787,35443,33049,24978,24002,31953,31073,30669,40022,23334,32581,33138,23099,35466,29673,25415,23538,23291,74.45454545,70.18181818,62.27272727,61.45454545,60.81818182,63,50.36363636,35.54545455,65,62.81818182,71.54545455,68.63636364,63.45454545,51.63636364,63.90909091,64.81818182,67.54545455,65.90909091,54.36363636,60.18181818,53.27272727,60.27272727,2524.6,1,1,1,1,0,0.1,,Win
560,2009/2010,10-02-2010 00:00,9825,8650,1,0,23686,30935,38835,26005,31291,30613,23678,27277,26181,36410,3520,30660,30617,22764,25984,47547,95327,38818,37139,30618,33632,41175,81.36363636,81.45454545,74.36363636,71.36363636,72,70.27272727,43.81818182,53.54545455,74.72727273,70.81818182,77.81818182,76.90909091,68.36363636,69.36363636,73.09090909,76.72727273,77.09090909,74.54545455,62.72727273,61.09090909,64.27272727,62.72727273,5992.7,1,1,1,1,0.1,0.2,,Win
561,2009/2010,09-02-2010 00:00,9879,8191,3,0,30633,43247,23780,26777,23282,34574,25253,30338,24020,31643,24741,24788,34230,34214,23349,24234,11496,38504,28109,23823,23190,32627,75.72727273,70.72727273,68.18181818,61.09090909,63.36363636,59.63636364,51.27272727,40.54545455,67.18181818,62.18181818,71,70.18181818,65.90909091,50.81818182,73.54545455,60.54545455,72.09090909,59.09090909,63.45454545,53.18181818,55.18181818,48.09090909,2390.9,1,1,1,1,0,0.1,,Win
562,2009/2010,10-02-2010 00:00,8654,8658,2,0,36374,36394,109897,23818,26348,30966,24223,34590,41475,38491,34543,31432,24226,34193,23837,23787,25075,24978,33049,77704,37552,31953,76.09090909,73.36363636,68.27272727,62.27272727,62.36363636,62.45454545,46.09090909,49.72727273,68.27272727,64.45454545,70.72727273,68.09090909,60.63636364,64.09090909,69.72727273,67.36363636,73,64.90909091,60,56.45454545,56.36363636,56.18181818,3368.3,1,1,1,1,0,0.1,,Win
563,2009/2010,10-02-2010 00:00,8602,8586,1,0,30669,40022,23334,32581,33138,23099,35466,131409,25415,23538,23291,30455,26108,24531,26209,31921,23760,24656,30818,38820,30348,33074,69.18181818,77.09090909,60.63636364,67.09090909,62.63636364,64.18181818,36.81818182,59.81818182,62,70.27272727,67.90909091,73.36363636,51.36363636,71,64.09090909,67.27272727,66.63636364,72.45454545,58.90909091,54.27272727,60.18181818,51,2836.6,1,1,1,1,0,0.1,,Win
564,2009/2010,09-02-2010 00:00,8528,10194,1,1,34421,35472,24230,41071,111865,29581,25005,40015,101192,71550,30953,23794,23369,38899,40695,35467,24411,23253,25668,24773,42183,23314,74.27272727,72.90909091,62.27272727,62.09090909,63.18181818,62.36363636,43.18181818,49.18181818,64.63636364,63.45454545,73,68.63636364,63.72727273,64,64.63636364,66.27272727,66.81818182,66.27272727,60.18181818,58.63636364,59.18181818,54.72727273,1800.6,1,1,1,1,0.1,0.2,,Tie
565,2009/2010,09-02-2010 00:00,8462,8472,1,1,36286,24137,23939,47418,25995,40004,25517,33850,25421,26347,30901,32562,32870,34275,23073,43259,38802,26171,25150,17866,23949,30988,73.54545455,75.72727273,65.18181818,60.72727273,66.54545455,60.72727273,49.18181818,42.27272727,63.63636364,66.54545455,68.54545455,72.90909091,64.81818182,61.72727273,69.45454545,68.72727273,68.63636364,66.36363636,60.36363636,59.36363636,0,57.09090909,1824.9,1,1,1,1,0.1,0.2,,Tie
566,2009/2010,10-02-2010 00:00,8655,8667,1,0,30622,30658,23921,30739,25667,109621,38711,30842,23916,23927,21613,23021,40132,93458,24509,23022,23034,30595,182962,23225,70297,37798,74.36363636,70.90909091,65.18181818,60.54545455,66.27272727,52.72727273,49.54545455,46.27272727,67.54545455,62.90909091,70.90909091,69.27272727,65.09090909,57.81818182,69.72727273,63.63636364,67.54545455,64.18181818,59.81818182,52.81818182,55.81818182,51.81818182,2542.8,1,1,1,1,0.1,0.2,,Win
567,2009/2010,10-02-2010 00:00,10252,10260,1,1,30380,33863,24751,24211,30357,23354,38609,38807,78324,30892,23264,30726,38994,30362,43248,32569,24148,34944,30373,40945,30829,24154,78.90909091,80.27272727,68,74.45454545,67.81818182,74.18181818,53.27272727,56,68.63636364,73.27272727,77,73.63636364,68.36363636,67.09090909,70.63636364,74,69.54545455,75.63636364,55.36363636,58,60.45454545,57.09090909,3857.3,1,1,1,1,0.1,0.2,,Tie
568,2009/2010,10-02-2010 00:00,8668,8455,2,1,31465,30371,30839,24216,24846,30700,24011,24006,10491,30876,30735,30859,31306,30911,30627,38834,30631,32345,40825,37804,30822,30679,80,83.72727273,73.81818182,71.54545455,71.18181818,68.18181818,58.09090909,55.27272727,73.18181818,72.90909091,75.72727273,76.72727273,69.90909091,67.27272727,76.63636364,81,77,74.81818182,60.18181818,61.45454545,57,61.27272727,3672.5,1,1,1,1,0.1,0.2,,Win
569,2009/2010,09-02-2010 00:00,8456,8559,2,0,24224,30509,30831,39027,30635,34942,30598,23782,24159,30960,38817,23932,26454,40128,34430,24728,130670,143793,35532,11576,34261,23934,80.45454545,72.45454545,76.27272727,64.27272727,70.09090909,62.72727273,59.63636364,48.36363636,73.36363636,61.54545455,73.90909091,70.72727273,75.36363636,63.18181818,75.81818182,67.90909091,77.18181818,63,62.72727273,55.27272727,59.54545455,55.54545455,4547,1,1,1,1,0.1,0.2,,Win
570,2009/2010,21-02-2010 00:00,9879,8658,2,1,30633,43247,23780,26777,23282,24020,25253,30338,34574,24737,24741,31432,24226,34193,23837,23787,35443,33049,24978,77704,24002,31953,76.18181818,73.81818182,68.81818182,63.09090909,64.27272727,62.90909091,52.81818182,51.36363636,68.09090909,65.09090909,71.72727273,69.63636364,65.81818182,63.63636364,73.27272727,65.81818182,71,67.18181818,63,56,55,54.81818182,2390.9,1,1,1,1,0,0.1,,Win
571,2009/2010,20-02-2010 00:00,8462,10194,1,2,36286,24137,47418,23953,40987,40004,25517,25421,23779,26347,30901,23794,23369,40695,38899,24408,25668,24411,23253,42183,38755,23314,72.36363636,73.09090909,64.72727273,60.18181818,64.27272727,60.72727273,48.54545455,48.36363636,66.45454545,62.90909091,72.54545455,68.45454545,66,65.09090909,68.18181818,66,67.54545455,65.72727273,54.18181818,57.18181818,0,53.63636364,1824.9,1,1,1,1,0.1,0.2,,Lose
572,2009/2010,20-02-2010 00:00,8654,8667,3,0,36374,36394,109897,23818,33312,30966,24223,34590,41475,31020,34543,23021,40132,93458,24509,23022,23034,30595,182962,23225,127857,37798,75.63636364,70.63636364,67,60.18181818,62.63636364,52.27272727,45.63636364,46.72727273,67.27272727,62.90909091,70.72727273,68.90909091,59.54545455,57.54545455,69.72727273,60.90909091,71.63636364,64.54545455,57.72727273,53,55.45454545,50.81818182,3368.3,1,1,1,1,0.1,0.2,,Win
573,2009/2010,21-02-2010 00:00,8655,8559,3,0,30622,30658,23921,30739,25667,38711,109621,113465,23916,23927,21613,23932,26454,34430,40128,24728,130670,35532,23937,24372,34261,23934,73.72727273,73.27272727,64.63636364,65.18181818,63.90909091,63.90909091,49.90909091,47.72727273,67.81818182,62.72727273,71.36363636,71.09090909,64.45454545,64.18181818,69.18181818,71.63636364,66.81818182,65.09090909,54.81818182,58.27272727,50.90909091,58.18181818,2542.8,1,1,1,1,0.1,0.2,,Win
574,2009/2010,20-02-2010 00:00,8668,10260,3,1,31465,30371,30839,24216,24846,30700,24006,24011,10491,36012,30735,30726,30615,30362,43248,32569,35327,24148,34944,30802,30829,27430,79.54545455,81.18181818,73,73.45454545,70,69.18181818,58,48.90909091,73.36363636,72.63636364,75.72727273,73.45454545,67.54545455,64.81818182,75.63636364,78.45454545,77.45454545,75.18181818,56.72727273,61.54545455,53.54545455,60,3672.5,1,1,1,1,0.1,0.2,,Win
575,2009/2010,20-02-2010 00:00,9825,8472,2,0,23686,30935,30616,26005,31291,23678,31013,30613,75489,26181,36410,32562,32870,30885,34275,43259,24157,24740,26171,30352,23949,30988,79.90909091,76.18181818,72.81818182,57.81818182,71,53.27272727,46.36363636,39.63636364,73.27272727,64.90909091,78,74,65.45454545,60.36363636,71.27272727,66.27272727,74.54545455,65.90909091,59.09090909,59.18181818,63.81818182,60,5992.7,1,1,1,1,0.1,0.2,,Win
576,2009/2010,21-02-2010 00:00,8528,8586,0,3,34421,34987,41071,25005,111865,129817,40015,101192,29581,96481,71550,30455,46403,24531,30354,31921,23760,24656,97988,38820,30830,30348,74.54545455,77.81818182,65.72727273,68.36363636,66.45454545,64.63636364,46,57,67.45454545,71,71.81818182,74.63636364,64,71.63636364,61.54545455,69.36363636,64.27272727,76.36363636,58.45454545,54,0,50.54545455,1800.6,1,1,1,1,0.1,0.2,,Lose
577,2009/2010,20-02-2010 00:00,8602,8455,0,2,30669,40022,23334,32581,33138,23099,35466,131409,25415,23538,23291,30859,30856,31306,30627,40825,30699,32345,30679,30630,30822,37804,69.18181818,82.90909091,60.63636364,71.54545455,62.63636364,66.45454545,36.81818182,56.45454545,62,74.54545455,67.90909091,76.36363636,51.36363636,67.72727273,64.09090909,79.72727273,66.63636364,74.36363636,58.90909091,57.36363636,60.18181818,55.45454545,2836.6,1,1,1,1,0,0.1,,Lose
578,2009/2010,21-02-2010 00:00,8456,8650,0,0,24224,30509,39027,33086,30635,30367,24213,30598,23782,24159,30960,30660,30617,22764,25984,47547,38818,95327,33632,30618,30915,37139,80,82.09090909,75.81818182,72.54545455,69.63636364,72.54545455,58.63636364,52.81818182,74,71.54545455,75,77.09090909,73.27272727,70.09090909,73.54545455,78.36363636,74.81818182,75.45454545,60.90909091,60.45454545,57.18181818,62.09090909,4547,1,1,1,1,0.1,0.2,,Tie
579,2009/2010,21-02-2010 00:00,10252,8191,5,2,30380,33863,24211,24751,24136,23354,38807,38609,30892,23264,34466,24788,34230,23349,34214,23823,38856,46008,38504,28109,23190,32627,79.36363636,70.27272727,67.27272727,59.81818182,65,56.72727273,51.45454545,40.36363636,68.81818182,63.09090909,77.81818182,70.45454545,67.90909091,49.81818182,71.18181818,57.72727273,68.90909091,56.63636364,51.72727273,53.90909091,58.90909091,49.45454545,3857.3,1,1,1,1,0,0.1,,Win
580,2009/2010,28-02-2010 00:00,8472,9879,0,0,32562,32870,34275,30885,24740,24157,26171,25150,30352,30988,23949,30633,43247,23780,26777,23282,34574,25253,30338,24020,24737,24741,76.63636364,76.90909091,59.36363636,70.27272727,54.54545455,69.27272727,44.90909091,53.72727273,66.45454545,68.90909091,75.09090909,72.09090909,63.90909091,67.63636364,67,74.18181818,66.81818182,71.81818182,60.90909091,62.18181818,60.36363636,55,4035.5,1,1,1,1,0.1,0.2,,Tie
581,2009/2010,28-02-2010 00:00,8586,8668,2,1,30455,46403,24531,26209,31921,38820,24656,97988,31097,40755,30348,31465,30371,30839,24216,24846,109058,24011,36012,24006,25666,24160,79.18181818,77.72727273,70.36363636,72.09090909,68.18181818,68.27272727,62.90909091,55.45454545,72,71.09090909,75.18181818,74.63636364,73.63636364,71.54545455,75.45454545,74.90909091,77.18181818,77.09090909,58.54545455,58.36363636,53.81818182,55.18181818,3579.4,1,1,1,1,0.1,0.2,,Win
